,Effectve Power,Recommended N,Mean R-Squared,Mean Cond. No.,Specification,Initial Pass Points,Initial Pass Iterations per Point,Second Pass Points,Second Pass Iterations per Point,Verification Iterations,Estimation Time
18,0.876,1880,0.5958831768924036,1298.696780994872,Order_Amt = 'Treated' + 'Mean_Order_Amt' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,1.3858256101608277
19,0.866,1799,0.6023982559776273,1293.6853715424272,Order_Amt = 'Treated' + 'Mean_Order_Amt' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,1.3912521243095397
20,0.84,1822,0.6005776484053765,1296.6586770395202,Order_Amt = 'Treated' + 'Mean_Order_Amt' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,1.3872877836227417
21,0.878,1884,0.5953881653383195,1302.0435793058089,Order_Amt = 'Treated' + 'Mean_Order_Amt' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,1.396029794216156
22,0.862,1781,0.6037888909086554,1290.29340274859,Order_Amt = 'Treated' + 'Mean_Order_Amt' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,1.3909249504407246
23,0.886,1853,0.5979944936014706,1299.155705339009,Order_Amt = 'Treated' + 'Mean_Order_Amt' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,1.400829029083252
24,0.824,1810,0.6005928672719574,1294.797471784001,Order_Amt = 'Treated' + 'Mean_Order_Amt' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,1.4014329632123312
25,0.84,1827,0.5997710081460553,1298.2869388698214,Order_Amt = 'Treated' + 'Mean_Order_Amt' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,1.4424445947011313
26,0.854,1827,0.6010732187916535,1297.9735195162123,Order_Amt = 'Treated' + 'Mean_Order_Amt' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,1.453865885734558
27,0.848,1772,0.6060427700542547,1289.2417084945744,Order_Amt = 'Treated' + 'Mean_Order_Amt' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,1.4468136747678122
28,0.844,1840,0.5985143402295782,1299.4545105526697,Order_Amt = 'Treated' + 'Mean_Order_Amt' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,1.4532090465227763
29,0.858,1791,0.6036778912210422,1291.9033195926293,Order_Amt = 'Treated' + 'Mean_Order_Amt' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,1.4285406589508056
30,0.86,1780,0.604000108782776,1290.6456943040407,Order_Amt = 'Treated' + 'Mean_Order_Amt' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,1.4456544796625772
31,0.882,1844,0.5978773362756926,1299.8987146933323,Order_Amt = 'Treated' + 'Mean_Order_Amt' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,1.451032821337382
